word_from_dataset,matched_main_word,similarity_score
disyllable,stone,0.055393958571329484
dispatch,sound,0.08231223161003917
ditto,stone,0.08635529719876933
dive,stone,0.0879150139444107
divorcement,shadow,0.0707261469142681
divvy,twig,0.08113062378914437
dither,sound,0.06398606054081099
dizziness,stone,0.07905551195904675
dockside,stone,0.06651297854880034
dobbin,stone,0.10278213241323991
doctrinaire,stone,0.07243043852198197
document,cure,0.11245809419267697
doer,shadow,0.07544032819340951
doddle,light,0.10914623163926512
divers,stone,0.11788282933544764
dodder,stone,0.08860316752037367
dogmatism,cure,0.05892351598740997
do,light,0.10427482060097855
doggedness,shield,0.044274876452517174
doings,cure,0.08378080407737296
dolphin,star,0.07060419823639082
dodge,wind,0.07129371020385891
dolt,stone,0.0945100919996631
dole,stone,0.10068955464315064
dominie,stone,0.09893567256711677
dominic,stone,0.09123146840730194
donation,rope,0.06483158048057919
doodle,light,0.07455176315617472
doom,cure,0.08628965006322808
dock,shield,0.1220779340822527
dolly,stone,0.10659484744173289
donna,star,0.0809316404111443
doodad,light,0.10428596091815126
don,stone,0.10500105434178426
dominick,light,0.06931176290476575
dooms,stone,0.09865533490714298
donatist,wind,0.07818021487464258
donatism,wind,0.0870589794248299
donar,light,0.07593242305081817
dong,sound,0.12867821027507725
dose,stone,0.10189817502205653
doris,sound,0.09235489561096577
doorstop,stone,0.09082023930272634
doss,rock,0.09269645520216688
dot,stone,0.11802601364111065
doubt,shadow,0.1330102086303901
downpour,light,0.08888228805065836
dot,stone,0.1655317483786557
double,light,0.09358167522314777
dovetail,stone,0.09493798392667936
doubling,light,0.11038042350011797
douche,sound,0.11293307761278423
downslope,rock,0.07251855561136922
downbeat,rock,0.13066159398614088
dove,stone,0.09222909218315442
downgrade,cure,0.1185692867029043
douglas,stone,0.060892679042327105
doze,light,0.1426708542816578
down,light,0.14460543700719966
dozer,rock,0.10079293528993154
draftsman,stone,0.10082201475709185
dozen,stone,0.07475048815269987
drab,light,0.14790589801416315
drainpipe,sound,0.10398236463836846
dramatist,sound,0.04477784724236478
downing,light,0.09090493555846671
drain,shield,0.12021663516865116
drag,light,0.09997131289285265
draft,stone,0.11147486921818162
drawl,stone,0.08277134939707954
dreamer,shadow,0.07200270061741751
drape,stone,0.08859898197260165
drenching,light,0.1293026405445822
drawbar,rope,0.06800537893218857
dread,shadow,0.053218828735305194
dress,cure,0.12988436630602718
dredge,stone,0.15598429597318933
drib,stone,0.13062796981034902
drew,stone,0.08972235424404437
drink,cure,0.0967495574581336
drinker,shield,0.08719982322887966
drift,wind,0.12671608991305464
drool,shield,0.10893007905506029
dribble,stone,0.11053731188833262
dream,shadow,0.09808012260698053
droop,shadow,0.08316690847746222
drivel,cure,0.09094843705747553
drive,sound,0.11541611822352928
druggist,sound,0.08598908699574585
drowse,light,0.2650121316560906
drunk,shadow,0.08715392516738174
drum,sound,0.22101711367617002
drip,plague,0.08586466050430178
dryad,twig,0.08076097273403696
dripping,shield,0.08252486762681975
dubs,stone,0.1317823082991474
drone,sound,0.16499989591836992
due,light,0.10505066739681983
dud,light,0.09847842901770605
dunderhead,stone,0.10896996047342601
duck,sound,0.13894806247492267
duffer,stone,0.08967987706881278
duff,stone,0.13415423043225108
dun,light,0.11269601503824427
dulse,stone,0.09618595106994304
duncan,shield,0.06083973305587127
drop,light,0.09903183289600102
durant,light,0.057387774258426914
dunk,cure,0.1140173484872966
dupery,stone,0.07411863507906552
dupe,light,0.07353446733697651
duplicator,light,0.09785760615084374
duns,stone,0.09814136292261842
drove,rock,0.13003785503863316
duplicate,light,0.07081118421368979
dustpan,stone,0.07176459657611507
dweller,stone,0.06497370173660913
dwelling,stone,0.08490003178009146
dutch,stone,0.07995542796253302
dutch,stone,0.07136508110720109
dummy,stone,0.12742320787848438
duster,light,0.10619631753977103
dyer,cure,0.10097798201261025
dump,stone,0.09309230891934869
dylan,sound,0.08363961947172217
dynamite,plague,0.10225244698436563
eagerness,light,0.0623529355912268
earner,shield,0.09815602077095245
earliness,stone,0.09405746884268051
earl,stone,0.0783670573974641
earnest,cure,0.09485969757829618
earthling,rock,0.1486864947878163
earmark,sound,0.12572341412794344
earl,stone,0.07111513848887836
earful,sound,0.09930864883700637
eatage,cure,0.08819002906530189
eater,cure,0.09779226215736961
easterly,wind,0.1876691398712885
earwig,shadow,0.08281112546942922
ebb,sound,0.10032961352181534
ecclesiastic,light,0.08259863433587226
ebullition,cure,0.09994941772200881
eclecticism,rock,0.08688180922886272
eccentric,light,0.12074694181954486
ecru,light,0.14122579654240924
echium,stone,0.09268223917700204
ecuadoran,light,0.07073069321948952
ease,plague,0.08288249768627941
edict,light,0.10832247999688625
edacity,light,0.07650479197436032
edwin,light,0.0655018346548997
effectiveness,shield,0.10617816396086993
eeriness,shadow,0.07612299088551945
edgar,stone,0.06986828979563514
effectuation,cure,0.08379437712109562
edge,sound,0.1683520511264498
effect,light,0.11165320454673199
editorial,stone,0.08753981795301762
edward,stone,0.07674406549809727
egomania,shadow,0.0778270212739538
egalitarian,cure,0.06961849891744838
egbert,wind,0.09136686857092878
egress,sound,0.0984615523700034
eggplant,star,0.0656150191290816
egotist,shadow,0.061633580787420005
egyptian,sound,0.055326946441551984
eighteenth,light,0.08916650357261423
effects,light,0.11364422742859207
eighth,stone,0.07261734033646673
eightieth,stone,0.07619363780411705
electrograph,light,0.07737875865037809
elective,light,0.07695797315132952
elder,light,0.11860343722667592
el,stone,0.10023511976308853
eleusine,stone,0.08872580494638221
eleventh,cure,0.09794567143193028
electroplater,cure,0.09397181178690991
elias,shield,0.07696613289815038
elijah,stone,0.07473087115515356
elision,sound,0.12290384362509142
elution,rock,0.12917388018020345
elizabeth,light,0.05778754733221383
eloquence,shadow,0.04910430925162594
elytron,shield,0.1307255203048534
em,stone,0.10567446753113878
embroiderer,stone,0.06272990320903471
emetic,stone,0.10471574205591629
em,sound,0.1330673235498177
embrace,shadow,0.13920261756346342
emotionalism,rock,0.09160959836903135
emcee,stone,0.0773204392402903
emollient,shield,0.09178086862214252
empyrean,light,0.1385827151271844
enchanter,cure,0.07835956834086125
encyclopedist,shadow,0.07158332469466398
encore,echo,0.08121252977789861
ending,cure,0.12968036259529872
endeavor,stone,0.09854011315055038
encounter,cure,0.08985738291412582
endogamy,stone,0.05083639735076836
end,cure,0.10923055559932883
enfeoffment,stone,0.0648064974304951
enfilade,flame,0.13031513663082298
enjoyer,rock,0.07934765836302128
engineer,shadow,0.07180018168895318
enid,wind,0.07936498289499415
enragement,shield,0.09281081502283342
enough,light,0.07522840551822298
entrance,sound,0.10335811537570241
entreaty,rope,0.057580076051236315
ensete,stone,0.04461080497835688
envoy,stone,0.07560793368247193
enviousness,shadow,0.08338635349539328
enunciation,rock,0.06230317383338884
envelope,shadow,0.0925072523788241
epenthesis,stone,0.11047224260116045
epee,shield,0.10181853868900594
epidemic,cure,0.16025351516832215
epicene,light,0.11605978653382369
epileptic,cure,0.0689951859385733
epic,sound,0.07675523647910201
epidendrum,stone,0.08101514596262946
epipactis,stone,0.06507458445941293
equanimity,shadow,0.0520411149562276
equal,light,0.11811683722957395
equalizer,light,0.09877355426861838
equine,light,0.09931687911485555
equid,stone,0.07819486894511025
equestrian,light,0.06778233417040289
eraser,rope,0.09175508934408011
equivalent,light,0.09797327447116023
erigeron,stone,0.08235632009363794
ernst,stone,0.07141548148508439
eristic,light,0.0713378161495956
erythrocytolysin,stone,0.09446320933917589
erythronium,stone,0.06712513027379272
escapism,star,0.0738199421412447
er,stone,0.10582486020151244
escapist,star,0.08270662275570811
escape,shield,0.12724482971602022
ess,sound,0.15922770563368524
espial,shadow,0.11105967308630159
espalier,stone,0.10215932424877423
escort,shadow,0.09275282493524983
estimator,light,0.0690526062589562
estimate,light,0.09850159533074379
esther,star,0.1896499342406962
estonian,shadow,0.056144046369790215
ethiopian,sound,0.06842270127994879
etude,stone,0.09781187122644204
eulogy,shadow,0.071098700761982
euonymus,star,0.07494320015399178
eucalypt,stone,0.06505878577853272
eugene,rock,0.07787994751691346
eudaemonia,shadow,0.0690561035073698
euphoria,shadow,0.10663093325320697
eurythmy,rock,0.11612974245601737
evenfall,shield,0.06182941869009248
evangel,stone,0.08058958273347754
euthenics,cure,0.12566568502051212
evasiveness,shadow,0.08591027870524301
evensong,twig,0.08104023759675454
evens,light,0.1264468329799775
eve,stone,0.10788170723015097
evidence,rope,0.07893710413203069
exasperation,flame,0.08003759747234139
exam,star,0.08368166019012847
exaggeration,sound,0.0634470725302119
example,sound,0.11954610139000484
ex,wind,0.053491053127944325
evolutionism,light,0.08007861401832954
excerpt,shield,0.09771347403940785
european,shadow,0.07032668904505637
eventide,sound,0.0689315888872463
excuser,stone,0.09133416547597566
excise,stone,0.10147005931174195
exchange,shadow,0.09315955477284947
exercise,cure,0.1669862198202203
exerciser,shadow,0.08893321719456129
exes,stone,0.09070714341170859
exegete,shield,0.07485622165391642
excuse,shield,0.08892841597193171
executive,shadow,0.0833510324425458
exogamy,shadow,0.057687162870094455
exhortation,sound,0.08831427915091661
exhaust,light,0.11199921173635288
exhibit,light,0.06864482095036242
exorciser,sound,0.08775612241212453
expatriation,rock,0.08216644543339885
exit,sound,0.10210501868816121
expatriate,shield,0.0674415853236715
exomphalos,stone,0.07895666000861598
expert,light,0.10086937500614815
exorcism,shadow,0.08783647897892559
experimenter,stone,0.054638384030963175
expedient,wind,0.08119830313079625
expender,stone,0.09423738979404192
exploit,stone,0.10941290982089764
explosive,light,0.14932572537424463
exterior,shadow,0.09726163535180594
expostulation,flame,0.08226191797642672
experience,cure,0.12861875436921424
extern,stone,0.09130000951575648
extortionist,shield,0.07760763678729075
extra,light,0.14925975870833857
extinguisher,flame,0.1526059870653873
extreme,light,0.1293085716412075
extract,shield,0.1299619102691428
eyeball,light,0.1398665387540629
ezra,stone,0.06778714387200578
f,stone,0.1054817812057718
factotum,shield,0.07041051616891952
eyewash,light,0.09863873368390716
ezekiel,rock,0.07395298790990242
facetiousness,rock,0.06968980830531618
fae,rock,0.08797694675824295
facial,cure,0.10247446443473084
fade,light,0.16404765660412202
failing,light,0.1116554582241261
face,sound,0.13242442495273712
faithfulness,shadow,0.0724705508825744
faint,light,0.12993013077306284
fake,light,0.09652814978792665
fallacy,flame,0.07381512827933107
facing,rock,0.13437301563796514
falsification,cure,0.07716512717661156
fanfare,shield,0.06899044318181886
fallback,light,0.09805579562386285
fancier,stone,0.08115133557065489
fanaticism,rock,0.056163594050298644
fall,sound,0.12859260787372417
fantasy,shadow,0.11447171706314106
farness,shadow,0.1093349185206134
farm,stone,0.08079370849343856
fanfare,rock,0.10199016456081657
fare,sound,0.09166657830063361
fan,wind,0.12102562552579199
fasces,star,0.08768214525609007
farrow,light,0.07404198254325557
familiar,sound,0.1133963240546795
fan,rock,0.1444222241588333
fancy,stone,0.05102139061216447
fashion,shadow,0.11177396758930352
fat,sound,0.09696482561802929
fatness,cure,0.12272186445654402
fatima,stone,0.05803890077167323
fathom,sound,0.14991150710207712
faultfinder,sound,0.05499267476184127
farewell,shadow,0.08278064898507899
favorite,light,0.07926086073419361
fatty,cure,0.1105021966639789
fearfulness,plague,0.10041417434289218
favor,shield,0.11775273481698119
fay,stone,0.08237419968452152
fearlessness,shadow,0.06565752893073443
fawn,shadow,0.1033013434977661
featheredge,stone,0.08738171671890767
featherbed,stone,0.0937236531453364
feature,sound,0.10437759181166284
feint,light,0.08400598369367081
feline,cure,0.08172481660383894
feminine,light,0.09229360901123725
feller,stone,0.10556529382270533
feel,light,0.09616088860604322
ferociousness,light,0.0643485473510452
feed,sound,0.09160078012923696
fence,star,0.09486831761654085
ferroconcrete,rock,0.06610454460030382
ferret,sound,0.08194066459003148
fell,stone,0.10036241555015324
fellow,stone,0.08800693810286567
fetch,cure,0.09702061364719151
ferule,rock,0.11323066227026927
ferry,sound,0.13211629355289517
fetter,shadow,0.09704305252889396
ferment,cure,0.12373887979637722
fibber,stone,0.0831773041446636
feudatory,light,0.08320888226262828
fib,stone,0.09523228104745944
fibrinolysin,cure,0.06549215069633667
fiddlestick,twig,0.11529272457020188
festoon,stone,0.09370853749418684
fidget,cure,0.08591944952144928
field,stone,0.1146744710207174
fieldsman,star,0.06419726787664136
fighter,cure,0.0961510823164958
fiftieth,light,0.07309046915047192
fight,shadow,0.09975646945249989
figurehead,stone,0.09112536435662522
fierceness,flame,0.105470159068926
fiddle,stone,0.10921008952943775
fill,sound,0.1012266541006492
fifteenth,stone,0.08457201086981497
financier,sound,0.10087958252940021
figure,stone,0.09877756164752458
fillip,light,0.18108261007681922
finalist,light,0.05634530617077574
final,cure,0.0886853096283517
fin,rock,0.0848677820958334
filter,shadow,0.1193007982613168
find,light,0.10032473327162457
film,star,0.10179636156750602
fink,shield,0.08862706655632496
finnish,rock,0.04720385820365392
finesse,sound,0.08633479447343671
file,sound,0.09111501411000988
finish,cure,0.13512877252941743
finder,light,0.08964262784040528
firedamp,stone,0.06449705486175213
finishing,cure,0.10386727512010205
fin,stone,0.09023884174522277
firewood,stone,0.08810126660025687
fireman,flame,0.08330575308973509
fishmonger,cure,0.09563941133427015
firm,stone,0.10615445712529671
firewater,rope,0.08064150642271771
fire,flame,0.40584647787031203
fine,stone,0.06604926095453625
fistful,shield,0.10170354374822506
fitter,stone,0.1144422690644786
fitch,light,0.07669553161681347
first,stone,0.10235364305262579
fitting,stone,0.12455699214481579
flack,sound,0.11777314254058217
fixing,light,0.11395190109437936
flagon,stone,0.08711047129099911
fizz,sound,0.16279976459944262
flail,twig,0.08869396445783181
flammability,flame,0.2786024857925192
fit,sound,0.16468622776575925
fizzle,sound,0.15022221003378863
flank,rock,0.21708530587239017
flake,stone,0.0881823334378738
flat,sound,0.12548585066880014
flatiron,stone,0.05000186329351224
flare,light,0.21090093904723772
flaw,shadow,0.08855010125286895
flap,rock,0.19336011292916397
fleer,stone,0.0752574470328341
flag,stone,0.1759206010990215
flex,shield,0.09445905830037266
fleece,shadow,0.10035107708605184
fix,stone,0.10569521437731623
fledgling,shadow,0.1022706394394743
flinch,sound,0.10381143826070206
flicker,light,0.30476473733898546
fleet,light,0.08246198984273673
fling,stone,0.10734914492506319
flit,light,0.1666104667685406
flint,stone,0.14636845434321505
flirt,light,0.10871596662413019
flimflam,cure,0.09509682479802198
flock,stone,0.07415758600246873
floor,shadow,0.12064095247906473
flop,light,0.08510089081840955
float,sound,0.11105879209688492
florida,sound,0.08284966428452199
flowerpot,stone,0.11402462238925387
flouter,shield,0.08106164941033678
flounder,stone,0.09318053175452094
flounce,stone,0.07883634086788044
flick,light,0.19143432046881284
flourish,cure,0.11909049175038815
fluffiness,light,0.15615403724452528
flub,sound,0.08348909264659278
flow,wind,0.12102692223933932
fluid,stone,0.11098047483815265
flummery,light,0.1418679224993731
flute,sound,0.14687995968732898
flurry,wind,0.1475070417739812
fluff,light,0.2614772615990927
flutist,stone,0.05765410093476077
fluster,sound,0.08562386336501582
flyspeck,stone,0.1215884225925121
flying,wind,0.1136059453113162
flytrap,light,0.049760839915833265
flutter,light,0.179272336812535
flush,stone,0.13940258073126713
flypaper,shield,0.07103540305268433
fluosilicate,stone,0.08576881072927975
flip,light,0.08998904483907642
foam,light,0.13650350791220064
fly,rock,0.09784594002781531
fluke,rock,0.08848926054991813
foe,shadow,0.09610730117504208
fogy,wind,0.09116232242600408
focus,light,0.13607013969685194
foeman,shadow,0.08517676298800461
foil,light,0.1270941095474062
fob,stone,0.1037243113797195
fold,sound,0.13239444716734552
fondling,light,0.10601100965970707
fondue,rock,0.07308767501555043
flash,light,0.1520093250751545
following,shield,0.17149802554514293
footpad,shield,0.08917620491062825
footrest,shield,0.058046219797829327
forcefulness,shadow,0.11404746641279175
fool,light,0.09165509847854872
forage,cure,0.09793630463254109
footballer,stone,0.08924127603702012
foray,cure,0.07521096513964992
forbearance,rock,0.06810729807671456
fop,twig,0.054723705575733445
ford,sound,0.06602225566053728
forebear,stone,0.07311907813533794
forecast,wind,0.09164051611604239
forerunner,shadow,0.08288792699458032
force,light,0.1718093618666502
forewarning,shield,0.11680817117452977
foresight,twig,0.08241511448397543
forester,star,0.05085375668743386
foretoken,stone,0.10442587565133399
forfeits,stone,0.09497943554172207
forge,stone,0.11929087271091138
fork,sound,0.11306163959485259
fortitude,plague,0.05631317530278068
format,stone,0.12145949332897843
forte,stone,0.09463205518760305
fortieth,stone,0.08412303154378485
founding,cure,0.1365377578884975
forward,stone,0.09004895642853987
foul,light,0.09490551945489759
form,stone,0.16479531837907418
fourteenth,light,0.09151966731975393
founder,stone,0.08922744517285305
fourth,stone,0.08255676421511499
fount,sound,0.1252088389961247
foursquare,light,0.09399281948244594
frances,stone,0.07061125792891364
frailness,cure,0.12155555167825378
fragment,stone,0.14041169652028868
fratricide,rock,0.08770028721587814
frank,stone,0.09001957973934357
frazzle,light,0.10038200578852347
forfeit,light,0.09643559356208944
fray,rope,0.12463422965877305
frame,stone,0.15005737898702187
frank,rock,0.08455168009701304
frequenter,stone,0.07850043529911702
freak,sound,0.10075748431618761
frequence,stone,0.10365196299260948
frequentative,stone,0.12393351414559238
french,rock,0.06602704633432444
freewheel,light,0.09008370553700132
freya,stone,0.06269853203215027
friendship,plague,0.05637303352455825
fright,light,0.09265028908247092
friendliness,flame,0.06019925677954466
friday,stone,0.06917309655192361
friend,shield,0.09070049375022196
fret,rock,0.12210532813055718
frier,rock,0.1047486045578066
friary,stone,0.06096165250926845
frolic,light,0.14247772204175915
frisk,shield,0.06855794783224757
frieze,stone,0.1158243455373296
frill,light,0.10218215749485014
front,light,0.11664519136868275
frost,shadow,0.07722269666359409
fritter,stone,0.07114035112078665
fruiterer,stone,0.08389065191336915
friskiness,shadow,0.06194177792893531
frizz,stone,0.0667714855511775
fringe,light,0.09543028744236512
frump,stone,0.06433233000988547
frothiness,light,0.23384928023198714
fugitive,stone,0.08858876215234
fudge,stone,0.10304367859152214
froth,light,0.18759985784684244
frog,star,0.11695290385243849
fugleman,stone,0.10973451611380484
fuller,stone,0.08089459365945637
fumigator,cure,0.06705266143170538
fumble,light,0.1041064887666584
fume,flame,0.14735234875998177
fry,cure,0.1546198807047796
fund,sound,0.060879323641947314
fundamental,light,0.08633552699219775
fuddle,cure,0.07814900952213041
funk,rock,0.1581140131804308
furrow,shadow,0.13946739714796896
funnel,cure,0.08408327832556942
fuse,flame,0.11148443597460554
gad,cure,0.08203709142058324
gabble,sound,0.14709560055312093
fuss,cure,0.07019935691807667
gab,rock,0.0841189592549175
gabriel,stone,0.07285383810467298
gains,light,0.10279252498399542
gage,stone,0.0910942535685518
gain,sound,0.11710429901602744
gad,sound,0.0897278526867707
gall,light,0.09503372964560952
gag,light,0.12048109941346391
gallant,stone,0.07291007182774467
gamboge,light,0.07530890871910545
galluses,stone,0.09035230356523768
gallop,rock,0.0702267232363635
galoot,stone,0.08963944802729965
galways,stone,0.05469303350504755
gander,stone,0.1147636565677611
gamble,light,0.10864541675498189
gang,stone,0.11260802254568883
gaoler,stone,0.06541338157991357
garboil,stone,0.08162016625050843
gangway,sound,0.10401319342126307
gargle,sound,0.2033160324229984
garb,sound,0.08226049214350166
gape,shield,0.07126497237050264
game,light,0.09611736642181737
garroter,rope,0.08922431313160506
garland,stone,0.07742864150312544
gasconade,light,0.06727607545294835
gasp,wind,0.13305610609094567
gash,shield,0.08755416041712846
gaslight,light,0.13438819710726554
gaspar,shield,0.05965402585248295
gasbag,stone,0.09745767524639495
gary,stone,0.074258872565513
garnish,stone,0.08477246888897814
gastrolobium,shadow,0.09083548488609781
gaud,light,0.09272970786928833
gaze,stone,0.08182023071859125
gawk,stone,0.1205995255900801
gauge,sound,0.11213608786522974
gathering,light,0.08600850433254968
gate,sound,0.0878873854995069
gather,cure,0.11427289495761227
gazette,plague,0.06611818665846261
geminate,cure,0.09294416496253706
gel,rock,0.09660786886630418
gemination,sound,0.1635799487754697
genoese,shield,0.09112398809003612
genitive,stone,0.07375137948317373
genoese,shield,0.06434729719543421
general,star,0.17890294453243646
geographer,rock,0.07579481983993627
george,stone,0.06131758149610011
gerund,rope,0.0647694696374703
germanite,stone,0.12277339129700966
german,flame,0.05612903859158474
gerontocracy,stone,0.08140177897278145
getaway,cure,0.10817955488717843
giantess,shadow,0.06673498465700588
gibe,light,0.09257612725541424
getup,rock,0.10160578493475038
gib,stone,0.15406620721367872
giggle,sound,0.14739821847753673
gib,stone,0.09224998936965056
gilbert,light,0.07282136511738946
giant,cure,0.08804360563680438
gilt,rock,0.08753870232612591
gilbert,rock,0.07658194194172788
gimcrack,shadow,0.10616812587581878
gimlet,sound,0.06420344777809853
giver,shield,0.07711019251309066
glade,light,0.06499688711685236
girdle,shadow,0.11665060926340765
gladsomeness,light,0.08642233743844671
gladness,sound,0.08169899258662032
giveaway,light,0.10447269451622238
glassful,sound,0.10799136675837677
gimp,stone,0.13482320329780031
gladfulness,shadow,0.07598287736889604
glee,sound,0.05988130972207181
given,sound,0.13006771228549244
glenn,stone,0.1011812067254143
glance,shield,0.07538251590972923
gleam,light,0.25630717460797775
glaze,cure,0.07733771492222281
glimpse,light,0.0992654362192859
glister,light,0.22313205420658097
glimmering,light,0.2284618363904685
glimmer,light,0.2439907500912014
glitter,light,0.2319358334274987
glide,sound,0.1419578140123658
glop,stone,0.10227747079875632
glare,light,0.265879472221512
glint,light,0.2263390071207331
glumness,shadow,0.07263868168605295
glossiness,light,0.1369893750234388
glory,shadow,0.08941475017770051
glue,rope,0.1193287042097546
gloss,shield,0.11369776911059436
glower,flame,0.07182543219642487
glut,sound,0.06949605264136251
gnarl,rope,0.09960800395015672
goatherd,shadow,0.06276054501221508
goalie,shield,0.15633328644985564
gnawer,rock,0.08447021608700307
gobbet,stone,0.1381248932826717
glow,light,0.27895638406729856
goad,light,0.08925381627632097
gluttony,cure,0.07823674531304627
goldbrick,shield,0.08124178870203944
goffer,stone,0.1344726720994664
goer,star,0.06889904859678099
gold,stone,0.10496507317579362
goldsmith,stone,0.09724774851029869
good,sound,0.11567985097777311
goose,light,0.14398835621663025
goof,light,0.07617694143340406
gorge,sound,0.0910739997197304
gossip,rock,0.0712752060412787
gore,stone,0.1057647996414368
governorship,shadow,0.07192567296047533
gosmore,light,0.08058486809808002
gossiper,stone,0.07367024228148639
gracility,shadow,0.08820150587853431
graciousness,shadow,0.06395721777949477
gouger,stone,0.12695747245531327
grab,light,0.09036002012047067
graduate,shield,0.06923520813380271
grace,stone,0.08260671070570627
granddad,rock,0.08435939952104332
graham,stone,0.06438828485369369
gouge,shield,0.1163268287985108
grant,shield,0.08455033281221169
grandstand,shield,0.0859623047264514
grant,sound,0.09048921188087605
gratitude,rock,0.08222244227123535
gratefulness,shadow,0.07091996508745546
grapple,shield,0.09883733819887512
grasp,rope,0.1011583869879832
graver,stone,0.09687027092021161
grating,sound,0.14956066603001064
graphic,light,0.08882437851471761
grate,stone,0.12330304704038252
grease,stone,0.08817553485785724
greediness,light,0.06498731193966714
grave,stone,0.09166737714914094
green,light,0.18958807491776475
grenadian,light,0.07307563037393568
gray,light,0.13789402171814966
greisen,rock,0.210613408323261
graze,light,0.10341684910758488
greek,light,0.10388367391996543
gregory,shield,0.0708681874594668
grief,cure,0.08174473696495546
grin,shield,0.08491535840966337
grill,flame,0.1461329077861528
griffith,rock,0.06548015179711078
groan,sound,0.18497222872576866
gripe,wind,0.06182161322022665
grocer,sound,0.055219782533658175
grind,stone,0.1047630761641
grip,shield,0.09841362925812679
griping,stone,0.0925017700580118
grouch,shield,0.0777971909106491
grogram,stone,0.07106392465446212
grot,light,0.10299799152213328
grizzly,sound,0.07654092331390018
grounder,stone,0.10094756448409645
groom,stone,0.14528347304543468
groundsel,stone,0.06842257735281014
grotesque,light,0.09734407362727969
grove,twig,0.11630856108972426
groove,rock,0.16297379673330578
grubbiness,cure,0.10204207740849797
grownup,light,0.08673362691509776
growing,cure,0.12909235008378767
group,light,0.10024501302399069
grub,stone,0.11133928811277054
grubstake,light,0.13133816698153786
grumpiness,plague,0.06155971237338286
grubs,light,0.10629581980715416
grumbling,cure,0.08399836142451647
grump,stone,0.07674412093184974
ground,sound,0.16907045984517097
guaranty,stone,0.09747943394292798
guardian,shield,0.11355034656775409
guarnieri,light,0.062293933642838605
grouse,stone,0.09895367329895077
grumble,cure,0.07563657695577031
growl,sound,0.2070108641603454
grunt,sound,0.23392170254773048
guard,shield,0.2801498451500355
guardianship,sound,0.08888152852630146
gross,sound,0.11546250770700915
guatemalan,light,0.052984923069705855
guerdon,stone,0.07715114399437209
groover,rock,0.18571293686612214
guffaw,sound,0.13492640234712802
guff,wind,0.15034152956136107
guess,light,0.09227073926292935
guesser,stone,0.063373322891004
guidebook,sound,0.06921009943845546
guarantee,light,0.08774165879908981
guinean,light,0.040763363095432575
gulp,sound,0.1540620881613112
guide,sound,0.133849007271973
gumshoe,rock,0.07874664703772516
gunk,shield,0.07962611873938041
gull,stone,0.0943621318691785
gunnel,rock,0.13777176877811764
gus,stone,0.09072454111677265
guzzler,shield,0.06755306954683116
gush,sound,0.0999618842798393
guy,stone,0.08992510737884922
gudgeon,stone,0.11693524835119451
gust,wind,0.19339310229630446
gym,rock,0.0731702771047324
gutter,sound,0.11431115646496988
gustavus,wind,0.057744205164407245
gymnosophy,shadow,0.06676745511266025
gurgle,sound,0.34958247768165357
gut,stone,0.09900484359007113
gyneolatry,shield,0.053110999147016634
guy,rock,0.10137656157038719
h,sound,0.20621766894559654
gyps,stone,0.10296886988264078
h,star,0.13151105752966183
hackney,light,0.07216035226297393
hackle,shield,0.12980937035910076
haft,light,0.10592221795137635
hail,stone,0.11795702253214393
halcyon,sound,0.08568960657016715
hairline,shadow,0.10532427447590773
halibut,sound,0.06068475530131315
half,light,0.09249984513864633
halt,wind,0.07697128055051324
halogeton,star,0.06416474905735499
halter,rope,0.17027871550946927
handcraft,cure,0.10117575051502255
hammer,light,0.0898817702581462
hamper,stone,0.09687079264762995
handbill,rock,0.07959160726526802
hampshire,wind,0.06811981674462503
handhold,shield,0.10492301554893048
handle,shield,0.10618385735050447
hank,rope,0.12455601637832694
hank,wind,0.1291067797927368
hand,stone,0.12686437786463126
hans,stone,0.077321147243091
hamstring,stone,0.07321805054555748
hanging,light,0.11039786602958399
hap,stone,0.08901639769468007
happiness,shadow,0.0873866454959289
hanky,stone,0.09354450205189914
happening,light,0.0901710775615831
harbinger,cure,0.07739963043887782
harebell,light,0.0660465905775266
harm,shield,0.23280116746194646
harmonizer,sound,0.12368035113305609
harpooner,stone,0.07196726142354373
harbor,shadow,0.11998485693272734
harangue,flame,0.10334886429000488
harrow,plague,0.11423941275865725
harris,stone,0.05723278936925863
hassle,plague,0.0906598802038672
harness,rock,0.12318742164807994
hate,flame,0.1154281055604697
hassock,sound,0.0626469671109742
harvey,wind,0.04297595687087166
hatefulness,flame,0.08050689941976835
hatful,light,0.09272488758978177
hater,shield,0.06847072657402313
haunt,sound,0.07069475694836917
hastings,wind,0.06695116376767757
haul,cure,0.07150095271569341
haversack,rock,0.10308241912603223
hawaiian,rock,0.07135503155913638
haziness,shadow,0.11351972292807151
hawk,stone,0.0920592199130714
hatch,light,0.10388922098795095
haywire,stone,0.07649743372773805
he,sound,0.10891257377510673
headful,stone,0.11654076549404085
haze,sound,0.11010024828638196
headrest,shield,0.08257022659491409
hawse,sound,0.07798161915104701
headshake,rock,0.12162742632137098
haw,stone,0.0922333157886503
hazel,light,0.15870535568543542
hearsay,light,0.09636594716289763
heap,rock,0.056005374503241306
heartsickness,plague,0.08294868299241852
hazard,shield,0.13112733867671736
heaps,stone,0.0829733492658899
heave,stone,0.13634037437736912
heedlessness,shadow,0.06234005799636522
heather,stone,0.0902364576360124
heft,light,0.1865906879395317
heartbreaker,plague,0.15392782939317207
heedfulness,rock,0.0927361384614723
